u,v,weight_sum,edge_count,multi_sum
0_6,0_219,1.0,1,1
0_6,0_205,1.0,1,1
0_6,0_173,1.0,1,1
0_6,0_206,1.0,1,1
0_6,0_15,3.0,3,3
0_6,0_153,1.0,1,1
0_6,0_203,1.0,1,1
0_6,0_161,1.0,1,1
0_6,0_70,1.0,1,1
0_6,0_138,1.0,1,1
0_6,0_92,1.0,1,1
0_7,0_57,23.0,23,24
0_7,0_15,529.0,529,893
0_7,0_133,29.0,29,55
0_7,0_62,112.0,112,117
0_7,0_16,168.0,168,295
0_7,0_31,84.0,84,129
0_7,0_140,1115.0,1115,1118
0_7,0_35,32.0,32,53
0_7,0_29,663.0,663,1107
0_7,0_145,25.0,25,44
0_7,0_12,108.0,108,184
0_7,0_151,45.0,45,74
0_7,0_78,219.0,219,352
0_7,0_158,50.0,50,81
0_7,0_134,80.0,80,142
0_7,0_38,11.0,11,20
0_7,0_135,26.0,26,45
0_7,0_33,76.0,76,132
0_7,0_137,288.0,288,509
0_7,0_146,48.0,48,75
0_7,0_27,112.0,112,177
0_7,0_90,74.0,74,128
0_7,0_10,175.0,175,277
0_7,0_144,44.0,44,73
0_7,0_28,181.0,181,296
0_7,0_136,71.0,71,124
0_7,0_149,14.0,14,22
0_7,0_123,76.0,76,83
0_7,0_60,46.0,46,47
0_7,0_11,4.0,4,5
0_7,0_19,111.0,111,178
0_7,0_156,135.0,135,222
0_7,0_20,40.0,40,62
0_7,0_42,54.0,54,84
0_7,0_141,4.0,4,6
0_7,0_49,15.0,15,24
0_7,0_161,16.0,16,24
0_7,0_32,104.0,104,181
0_7,0_9,79.0,79,132
0_7,0_120,13.0,13,13
0_7,0_132,95.0,95,170
0_7,0_157,25.0,25,40
0_7,0_175,7.0,7,7
0_7,0_159,50.0,50,88
0_7,0_22,11.0,11,11
0_7,0_162,27.0,27,48
0_7,0_82,7.0,7,12
0_7,0_73,27.0,27,42
0_7,0_39,47.0,47,79
0_7,0_75,20.0,20,28
0_7,0_86,10.0,10,13
0_7,0_165,23.0,23,31
0_7,0_43,29.0,29,52
0_7,0_80,11.0,11,17
0_7,0_88,7.0,7,11
0_7,0_166,9.0,9,14
0_7,0_163,20.0,20,30
0_7,0_40,4.0,4,6
0_7,0_114,11.0,11,11
0_7,0_115,29.0,29,32
0_7,0_77,12.0,12,19
0_7,0_34,15.0,15,22
0_7,0_81,13.0,13,22
0_7,0_37,11.0,11,18
0_7,0_138,18.0,18,31
0_7,0_154,22.0,22,36
0_7,0_150,28.0,28,46
0_7,0_153,7.0,7,8
0_7,0_41,11.0,11,12
0_7,0_21,15.0,15,23
0_7,0_25,7.0,7,13
0_7,0_24,55.0,55,55
0_7,0_46,10.0,10,17
0_7,0_74,1.0,1,2
0_7,0_50,6.0,6,10
0_7,0_51,10.0,10,19
0_7,0_47,3.0,3,4
0_7,0_234,1.0,1,1
0_7,0_13,31.0,31,36
0_7,0_102,1.0,1,1
0_7,0_96,1.0,1,1
0_7,0_119,2.0,2,2
0_7,0_67,1.0,1,1
0_7,0_155,7.0,7,13
0_7,0_26,4.0,4,4
0_7,0_14,7.0,7,7
0_7,0_61,5.0,5,5
0_7,0_152,2.0,2,2
0_7,0_112,12.0,12,16
0_7,0_204,1.0,1,1
0_7,0_76,2.0,2,4
0_7,0_45,3.0,3,6
0_7,0_139,2.0,2,3
0_7,0_30,1.0,1,2
0_7,0_223,6.0,6,6
0_7,0_18,1.0,1,1
0_7,0_190,1.0,1,1
0_7,0_222,1.0,1,1
0_7,0_226,1.0,1,1
0_7,0_44,1.0,1,2
0_7,0_219,5.0,5,5
0_7,0_231,10.0,10,11
0_7,0_94,3.0,3,3
0_7,0_117,6.0,6,6
0_7,0_56,4.0,4,4
0_7,0_220,3.0,3,3
0_7,0_124,2.0,2,2
0_7,0_142,3.0,3,3
0_7,0_122,1.0,1,1
0_7,0_129,1.0,1,1
0_7,0_224,1.0,1,1
0_7,0_125,2.0,2,2
0_7,0_118,1.0,1,1
0_7,0_97,1.0,1,2
0_7,0_160,1.0,1,2
0_7,0_92,1.0,1,1
0_7,0_108,4.0,4,4
0_7,0_8,2.0,2,2
0_7,0_188,2.0,2,2
0_7,0_17,1.0,1,1
0_7,0_71,1.0,1,1
0_7,0_213,1.0,1,1
0_7,0_167,2.0,2,3
0_7,0_126,1.0,1,1
0_7,0_59,2.0,2,2
0_7,0_210,1.0,1,1
0_7,0_148,1.0,1,1
0_7,0_205,1.0,1,1
0_7,0_58,1.0,1,2
0_7,0_143,1.0,1,1
0_7,0_209,1.0,1,1
0_8,0_57,23.0,23,24
0_8,0_140,72.0,72,72
0_8,0_78,12.0,12,12
0_8,0_60,51.0,51,51
0_8,0_16,15.0,15,16
0_8,0_62,5.0,5,5
0_8,0_30,4.0,4,4
0_8,0_12,3.0,3,3
0_8,0_137,4.0,4,4
0_8,0_158,1.0,1,1
0_8,0_43,1.0,1,1
0_8,0_88,1.0,1,1
0_8,0_31,1.0,1,1
0_8,0_117,2.0,2,2
0_8,0_77,1.0,1,1
0_8,0_28,20.0,20,20
0_8,0_42,1.0,1,1
0_8,0_52,3.0,3,3
0_8,0_74,1.0,1,1
0_8,0_29,4.0,4,4
0_8,0_112,1.0,1,1
0_8,0_33,1.0,1,1
0_8,0_10,1.0,1,1
0_8,0_26,17.0,17,17
0_8,0_76,1.0,1,1
0_8,0_149,1.0,1,1
0_8,0_136,1.0,1,1
0_8,0_141,2.0,2,2
0_8,0_20,2.0,2,2
0_8,0_132,1.0,1,1
0_8,0_152,6.0,6,6
0_8,0_27,2.0,2,2
0_8,0_90,1.0,1,1
0_8,0_138,1.0,1,1
0_8,0_96,1.0,1,1
0_8,0_14,1.0,1,1
0_8,0_9,3.0,3,3
0_8,0_24,1.0,1,1
0_8,0_95,1.0,1,1
0_8,0_108,1.0,1,1
0_8,0_133,1.0,1,1
0_8,0_82,1.0,1,1
0_8,0_81,1.0,1,1
0_8,0_145,1.0,1,1
0_8,0_123,1.0,1,2
0_8,0_53,1.0,1,1
0_8,0_19,1.0,1,1
0_9,0_57,15.0,15,16
0_9,0_62,89.0,89,92
0_9,0_31,200.0,200,333
0_9,0_140,1125.0,1125,1125
0_9,0_137,98.0,98,173
0_9,0_28,273.0,273,443
0_9,0_47,14.0,14,22
0_9,0_149,47.0,47,82
0_9,0_60,35.0,35,35
0_9,0_16,301.0,301,534
0_9,0_32,746.0,746,1220
0_9,0_12,188.0,188,331
0_9,0_162,56.0,56,96
0_9,0_10,371.0,371,596
0_9,0_73,77.0,77,138
0_9,0_11,10.0,10,18
0_9,0_19,152.0,152,264
0_9,0_156,130.0,130,220
0_9,0_43,161.0,161,270
0_9,0_158,37.0,37,64
0_9,0_159,59.0,59,102
0_9,0_78,198.0,198,327
0_9,0_33,137.0,137,235
0_9,0_38,106.0,106,182
0_9,0_75,18.0,18,26
0_9,0_150,23.0,23,37
0_9,0_80,7.0,7,12
0_9,0_45,21.0,21,34
0_9,0_157,22.0,22,41
0_9,0_15,116.0,116,206
0_9,0_90,108.0,108,198
0_9,0_27,35.0,35,63
0_9,0_77,15.0,15,27
0_9,0_29,278.0,278,499
0_9,0_35,52.0,52,97
0_9,0_30,2.0,2,2
0_9,0_151,50.0,50,81
0_9,0_39,64.0,64,117
0_9,0_210,2.0,2,2
0_9,0_42,193.0,193,332
0_9,0_175,4.0,4,5
0_9,0_50,33.0,33,61
0_9,0_14,134.0,134,135
0_9,0_136,4.0,4,8
0_9,0_49,40.0,40,69
0_9,0_37,48.0,48,84
0_9,0_134,23.0,23,42
0_9,0_40,21.0,21,37
0_9,0_146,71.0,71,124
0_9,0_163,51.0,51,87
0_9,0_74,4.0,4,8
0_9,0_166,3.0,3,5
0_9,0_132,22.0,22,37
0_9,0_115,18.0,18,21
0_9,0_117,80.0,80,99
0_9,0_154,63.0,63,105
0_9,0_161,28.0,28,51
0_9,0_145,63.0,63,113
0_9,0_144,40.0,40,71
0_9,0_81,13.0,13,24
0_9,0_20,25.0,25,44
0_9,0_46,7.0,7,13
0_9,0_153,10.0,10,10
0_9,0_102,1.0,1,1
0_9,0_44,13.0,13,24
0_9,0_21,44.0,44,64
0_9,0_133,9.0,9,18
0_9,0_165,18.0,18,29
0_9,0_34,11.0,11,19
0_9,0_51,35.0,35,66
0_9,0_24,26.0,26,27
0_9,0_41,6.0,6,6
0_9,0_82,9.0,9,18
0_9,0_135,3.0,3,5
0_9,0_76,7.0,7,14
0_9,0_13,23.0,23,24
0_9,0_114,16.0,16,16
0_9,0_224,1.0,1,1
0_9,0_91,12.0,12,12
0_9,0_228,4.0,4,4
0_9,0_112,28.0,28,30
0_9,0_208,1.0,1,1
0_9,0_94,2.0,2,2
0_9,0_123,59.0,59,63
0_9,0_17,15.0,15,15
0_9,0_188,3.0,3,3
0_9,0_36,26.0,26,41
0_9,0_109,1.0,1,2
0_9,0_68,4.0,4,4
0_9,0_86,13.0,13,23
0_9,0_216,1.0,1,1
0_9,0_130,6.0,6,6
0_9,0_88,4.0,4,8
0_9,0_127,4.0,4,4
0_9,0_129,10.0,10,11
0_9,0_120,13.0,13,13
0_9,0_220,4.0,4,4
0_9,0_204,1.0,1,1
0_9,0_53,1.0,1,1
0_9,0_126,4.0,4,4
0_9,0_223,4.0,4,4
0_9,0_217,2.0,2,3
0_9,0_96,1.0,1,1
0_9,0_195,1.0,1,1
0_9,0_232,2.0,2,2
0_9,0_167,3.0,3,3
0_9,0_160,3.0,3,5
0_9,0_221,2.0,2,2
0_9,0_22,8.0,8,12
0_9,0_84,1.0,1,2
0_9,0_206,1.0,1,1
0_9,0_131,2.0,2,2
0_9,0_61,2.0,2,2
0_9,0_26,1.0,1,2
0_9,0_101,1.0,1,1
0_9,0_70,1.0,1,1
0_9,0_108,3.0,3,3
0_9,0_155,1.0,1,2
0_9,0_229,1.0,1,1
0_9,0_56,1.0,1,1
0_9,0_213,1.0,1,1
0_9,0_72,1.0,1,1
0_9,0_219,4.0,4,4
0_9,0_121,1.0,1,1
0_9,0_230,1.0,1,1
0_9,0_65,1.0,1,1
0_10,0_57,40.0,40,41
0_10,0_146,230.0,230,359
0_10,0_133,12.0,12,21
0_10,0_31,174.0,174,271
0_10,0_140,1062.0,1062,1063
0_10,0_137,109.0,109,194
0_10,0_28,241.0,241,394
0_10,0_47,22.0,22,37
0_10,0_136,15.0,15,28
0_10,0_149,81.0,81,135
0_10,0_132,67.0,67,108
0_10,0_78,138.0,138,206
0_10,0_16,146.0,146,238
0_10,0_154,105.0,105,172
0_10,0_156,165.0,165,277
0_10,0_73,45.0,45,75
0_10,0_96,21.0,21,21
0_10,0_26,20.0,20,22
0_10,0_27,45.0,45,65
0_10,0_12,248.0,248,414
0_10,0_32,185.0,185,307
0_10,0_62,106.0,106,119
0_10,0_33,119.0,119,200
0_10,0_80,34.0,34,54
0_10,0_15,154.0,154,248
0_10,0_162,39.0,39,63
0_10,0_29,141.0,141,241
0_10,0_159,26.0,26,44
0_10,0_39,20.0,20,32
0_10,0_158,41.0,41,71
0_10,0_82,2.0,2,4
0_10,0_77,11.0,11,17
0_10,0_151,104.0,104,161
0_10,0_145,125.0,125,211
0_10,0_19,163.0,163,292
0_10,0_38,30.0,30,53
0_10,0_150,47.0,47,75
0_10,0_37,21.0,21,32
0_10,0_165,9.0,9,12
0_10,0_43,71.0,71,104
0_10,0_161,10.0,10,18
0_10,0_86,7.0,7,13
0_10,0_90,238.0,238,400
0_10,0_42,165.0,165,271
0_10,0_175,1.0,1,1
0_10,0_50,28.0,28,48
0_10,0_134,28.0,28,48
0_10,0_138,4.0,4,8
0_10,0_24,67.0,67,72
0_10,0_115,4.0,4,6
0_10,0_163,13.0,13,24
0_10,0_40,23.0,23,37
0_10,0_44,17.0,17,28
0_10,0_232,1.0,1,1
0_10,0_81,16.0,16,23
0_10,0_157,7.0,7,11
0_10,0_189,1.0,1,1
0_10,0_71,1.0,1,1
0_10,0_60,54.0,54,56
0_10,0_123,139.0,139,157
0_10,0_117,3.0,3,4
0_10,0_112,17.0,17,19
0_10,0_135,6.0,6,10
0_10,0_144,66.0,66,110
0_10,0_20,19.0,19,31
0_10,0_49,23.0,23,38
0_10,0_108,12.0,12,16
0_10,0_153,53.0,53,57
0_10,0_127,2.0,2,2
0_10,0_53,6.0,6,6
0_10,0_114,13.0,13,13
0_10,0_21,32.0,32,54
0_10,0_139,1.0,1,2
0_10,0_45,8.0,8,14
0_10,0_35,13.0,13,21
0_10,0_126,19.0,19,21
0_10,0_195,2.0,2,2
0_10,0_148,8.0,8,9
0_10,0_129,3.0,3,3
0_10,0_22,3.0,3,3
0_10,0_217,9.0,9,9
0_10,0_231,8.0,8,8
0_10,0_13,16.0,16,16
0_10,0_210,4.0,4,4
0_10,0_125,2.0,2,2
0_10,0_220,5.0,5,5
0_10,0_233,2.0,2,2
0_10,0_120,2.0,2,2
0_10,0_188,1.0,1,1
0_10,0_223,2.0,2,2
0_10,0_41,12.0,12,12
0_10,0_51,9.0,9,14
0_10,0_206,7.0,7,7
0_10,0_167,1.0,1,1
0_10,0_216,7.0,7,7
0_10,0_94,3.0,3,3
0_10,0_208,1.0,1,1
0_10,0_215,7.0,7,7
0_10,0_211,1.0,1,1
0_10,0_55,1.0,1,1
0_10,0_130,1.0,1,1
0_10,0_155,3.0,3,3
0_10,0_207,1.0,1,1
0_10,0_152,6.0,6,6
0_10,0_230,3.0,3,3
0_10,0_218,1.0,1,1
0_10,0_34,4.0,4,7
0_10,0_46,9.0,9,13
0_10,0_147,11.0,11,12
0_10,0_75,5.0,5,9
0_10,0_166,4.0,4,6
0_10,0_30,4.0,4,5
0_10,0_14,10.0,10,10
0_10,0_17,1.0,1,1
0_10,0_234,3.0,3,3
0_10,0_69,1.0,1,1
0_10,0_142,5.0,5,5
0_10,0_213,2.0,2,2
0_10,0_105,7.0,7,7
0_10,0_11,1.0,1,2
0_10,0_221,4.0,4,4
0_10,0_219,4.0,4,4
0_10,0_228,2.0,2,2
0_10,0_205,1.0,1,1
0_10,0_160,1.0,1,1
0_10,0_76,2.0,2,4
0_10,0_101,2.0,2,2
0_10,0_204,1.0,1,1
0_10,0_226,1.0,1,1
0_10,0_235,1.0,1,1
0_10,0_25,1.0,1,1
0_10,0_141,2.0,2,2
0_10,0_58,1.0,1,1
0_11,0_57,10.0,10,10
0_11,0_140,221.0,221,221
0_11,0_136,14.0,14,27
0_11,0_162,38.0,38,73
0_11,0_135,19.0,19,35
0_11,0_137,54.0,54,99
0_11,0_60,140.0,140,140
0_11,0_24,5.0,5,5
0_11,0_16,12.0,12,21
0_11,0_138,5.0,5,10
0_11,0_158,21.0,21,40
0_11,0_134,15.0,15,28
0_11,0_132,25.0,25,45
0_11,0_163,52.0,52,89
0_11,0_157,6.0,6,11
0_11,0_76,2.0,2,3
0_11,0_32,17.0,17,32
0_11,0_86,2.0,2,3
0_11,0_78,20.0,20,30
0_11,0_161,15.0,15,20
0_11,0_15,3.0,3,6
0_11,0_133,14.0,14,26
0_11,0_62,42.0,42,46
0_11,0_175,3.0,3,3
0_11,0_73,4.0,4,5
0_11,0_156,3.0,3,6
0_11,0_159,13.0,13,24
0_11,0_71,7.0,7,8
0_11,0_22,3.0,3,3
0_11,0_153,2.0,2,2
0_11,0_90,2.0,2,4
0_11,0_13,55.0,55,56
0_11,0_145,1.0,1,1
0_11,0_80,3.0,3,5
0_11,0_117,2.0,2,2
0_11,0_37,6.0,6,10
0_11,0_231,12.0,12,13
0_11,0_224,1.0,1,1
0_11,0_225,11.0,11,11
0_11,0_190,4.0,4,4
0_11,0_220,7.0,7,8
0_11,0_221,6.0,6,7
0_11,0_72,1.0,1,1
0_11,0_223,1.0,1,1
0_11,0_206,2.0,2,2
0_11,0_115,1.0,1,1
0_11,0_167,13.0,13,14
0_11,0_120,1.0,1,1
0_11,0_213,2.0,2,2
0_11,0_234,4.0,4,4
0_11,0_204,1.0,1,1
0_11,0_188,2.0,2,2
0_11,0_201,1.0,1,1
0_11,0_39,2.0,2,3
0_11,0_38,1.0,1,2
0_11,0_77,1.0,1,2
0_11,0_151,1.0,1,2
0_11,0_28,2.0,2,4
0_11,0_141,1.0,1,2
0_11,0_20,3.0,3,6
0_11,0_146,2.0,2,2
0_11,0_139,1.0,1,2
0_11,0_29,3.0,3,5
0_11,0_35,4.0,4,5
0_11,0_31,2.0,2,4
0_11,0_36,1.0,1,2
0_11,0_217,3.0,3,3
0_11,0_63,1.0,1,1
0_11,0_40,1.0,1,2
0_11,0_154,1.0,1,2
0_11,0_226,3.0,3,3
0_11,0_61,1.0,1,3
0_11,0_230,2.0,2,2
0_11,0_54,2.0,2,2
0_11,0_229,2.0,2,2
0_11,0_14,3.0,3,3
0_11,0_174,1.0,1,1
0_11,0_237,1.0,1,1
0_11,0_160,1.0,1,2
0_12,0_57,24.0,24,24
0_12,0_133,18.0,18,33
0_12,0_31,163.0,163,266
0_12,0_140,890.0,890,908
0_12,0_28,234.0,234,386
0_12,0_136,18.0,18,33
0_12,0_162,76.0,76,138
0_12,0_149,33.0,33,60
0_12,0_33,82.0,82,148
0_12,0_158,39.0,39,70
0_12,0_137,75.0,75,139
0_12,0_16,437.0,437,781
0_12,0_32,313.0,313,557
0_12,0_96,1.0,1,1
0_12,0_90,47.0,47,74
0_12,0_19,96.0,96,166
0_12,0_210,4.0,4,4
0_12,0_62,72.0,72,79
0_12,0_42,80.0,80,139
0_12,0_15,99.0,99,181
0_12,0_73,41.0,41,74
0_12,0_29,151.0,151,274
0_12,0_38,25.0,25,46
0_12,0_27,87.0,87,138
0_12,0_74,10.0,10,18
0_12,0_78,230.0,230,377
0_12,0_82,6.0,6,10
0_12,0_45,57.0,57,106
0_12,0_151,24.0,24,36
0_12,0_157,15.0,15,27
0_12,0_24,37.0,37,40
0_12,0_43,116.0,116,188
0_12,0_49,13.0,13,25
0_12,0_39,17.0,17,28
0_12,0_37,29.0,29,50
0_12,0_46,10.0,10,19
0_12,0_44,11.0,11,21
0_12,0_146,43.0,43,71
0_12,0_156,69.0,69,115
0_12,0_47,13.0,13,20
0_12,0_138,5.0,5,8
0_12,0_34,14.0,14,20
0_12,0_35,18.0,18,29
0_12,0_86,19.0,19,28
0_12,0_134,29.0,29,54
0_12,0_132,19.0,19,33
0_12,0_81,12.0,12,20
0_12,0_145,39.0,39,70
0_12,0_77,7.0,7,13
0_12,0_36,12.0,12,19
0_12,0_20,5.0,5,10
0_12,0_154,27.0,27,48
0_12,0_150,20.0,20,31
0_12,0_144,19.0,19,31
0_12,0_123,96.0,96,108
0_12,0_163,37.0,37,69
0_12,0_108,1.0,1,1
0_12,0_153,4.0,4,4
0_12,0_60,23.0,23,23
0_12,0_165,25.0,25,35
0_12,0_161,23.0,23,45
0_12,0_40,11.0,11,22
0_12,0_159,16.0,16,28
0_12,0_80,6.0,6,9
0_12,0_30,7.0,7,12
0_12,0_50,16.0,16,31
0_12,0_51,31.0,31,56
0_12,0_112,24.0,24,26
0_12,0_216,3.0,3,3
0_12,0_13,18.0,18,18
0_12,0_18,2.0,2,2
0_12,0_223,1.0,1,1
0_12,0_91,8.0,8,10
0_12,0_148,4.0,4,4
0_12,0_215,6.0,6,6
0_12,0_212,1.0,1,1
0_12,0_155,1.0,1,1
0_12,0_206,3.0,3,3
0_12,0_217,4.0,4,4
0_12,0_233,1.0,1,1
0_12,0_94,4.0,4,4
0_12,0_41,11.0,11,11
0_12,0_135,13.0,13,22
0_12,0_14,10.0,10,10
0_12,0_75,10.0,10,16
0_12,0_166,7.0,7,11
0_12,0_114,10.0,10,11
0_12,0_76,9.0,9,17
0_12,0_21,14.0,14,24
0_12,0_127,1.0,1,1
0_12,0_17,4.0,4,5
0_12,0_173,1.0,1,1
0_12,0_25,1.0,1,2
0_12,0_204,1.0,1,1
0_12,0_220,4.0,4,4
0_12,0_175,4.0,4,4
0_12,0_59,1.0,1,1
0_12,0_190,1.0,1,1
0_12,0_53,12.0,12,12
0_12,0_70,1.0,1,1
0_12,0_61,2.0,2,2
0_12,0_205,1.0,1,1
0_12,0_88,1.0,1,2
0_12,0_160,4.0,4,7
0_12,0_125,1.0,1,1
0_12,0_120,2.0,2,2
0_12,0_221,2.0,2,2
0_12,0_115,2.0,2,2
0_12,0_231,2.0,2,2
0_12,0_207,1.0,1,1
0_12,0_167,2.0,2,3
0_12,0_64,1.0,1,1
0_12,0_219,2.0,2,2
0_12,0_84,2.0,2,4
0_12,0_169,1.0,1,1
0_12,0_97,1.0,1,1
0_12,0_26,2.0,2,2
0_12,0_68,1.0,1,1
0_12,0_213,1.0,1,1
0_13,0_57,77.0,77,81
0_13,0_146,3.0,3,3
0_13,0_62,229.0,229,241
0_13,0_140,138.0,138,138
0_13,0_60,102.0,102,106
0_13,0_22,108.0,108,113
0_13,0_120,175.0,175,179
0_13,0_210,10.0,10,12
0_13,0_175,91.0,91,99
0_13,0_78,24.0,24,25
0_13,0_61,12.0,12,12
0_13,0_183,3.0,3,4
0_13,0_186,5.0,5,5
0_13,0_19,43.0,43,43
0_13,0_133,6.0,6,6
0_13,0_179,2.0,2,2
0_13,0_145,7.0,7,7
0_13,0_124,25.0,25,25
0_13,0_166,39.0,39,40
0_13,0_162,24.0,24,24
0_13,0_188,25.0,25,27
0_13,0_115,176.0,176,185
0_13,0_50,15.0,15,15
0_13,0_134,6.0,6,6
0_13,0_117,199.0,199,208
0_13,0_127,29.0,29,29
0_13,0_161,36.0,36,39
0_13,0_41,28.0,28,29
0_13,0_112,54.0,54,61
0_13,0_86,9.0,9,10
0_13,0_25,1.0,1,1
0_13,0_90,8.0,8,8
0_13,0_32,7.0,7,8
0_13,0_17,2.0,2,2
0_13,0_157,5.0,5,5
0_13,0_163,78.0,78,82
0_13,0_108,8.0,8,8
0_13,0_153,19.0,19,20
0_13,0_15,178.0,178,180
0_13,0_141,24.0,24,25
0_13,0_68,30.0,30,32
0_13,0_154,5.0,5,5
0_13,0_151,5.0,5,5
0_13,0_24,68.0,68,69
0_13,0_71,13.0,13,14
0_13,0_167,93.0,93,96
0_13,0_52,9.0,9,9
0_13,0_114,175.0,175,185
0_13,0_125,3.0,3,3
0_13,0_144,10.0,10,10
0_13,0_169,24.0,24,29
0_13,0_72,6.0,6,6
0_13,0_58,14.0,14,14
0_13,0_75,29.0,29,31
0_13,0_132,16.0,16,16
0_13,0_204,5.0,5,5
0_13,0_14,35.0,35,35
0_13,0_123,28.0,28,33
0_13,0_212,1.0,1,1
0_13,0_131,44.0,44,44
0_13,0_53,5.0,5,5
0_13,0_138,13.0,13,14
0_13,0_135,11.0,11,11
0_13,0_215,1.0,1,1
0_13,0_202,15.0,15,15
0_13,0_54,17.0,17,17
0_13,0_130,13.0,13,13
0_13,0_42,41.0,41,44
0_13,0_69,9.0,9,9
0_13,0_16,23.0,23,23
0_13,0_21,50.0,50,50
0_13,0_158,11.0,11,11
0_13,0_199,7.0,7,8
0_13,0_139,9.0,9,9
0_13,0_27,54.0,54,61
0_13,0_147,4.0,4,4
0_13,0_173,8.0,8,9
0_13,0_225,6.0,6,6
0_13,0_56,13.0,13,14
0_13,0_67,7.0,7,7
0_13,0_59,4.0,4,5
0_13,0_177,2.0,2,2
0_13,0_43,10.0,10,10
0_13,0_136,9.0,9,9
0_13,0_165,6.0,6,6
0_13,0_28,33.0,33,35
0_13,0_34,6.0,6,6
0_13,0_84,1.0,1,1
0_13,0_88,3.0,3,3
0_13,0_35,7.0,7,7
0_13,0_31,4.0,4,4
0_13,0_128,4.0,4,4
0_13,0_51,5.0,5,5
0_13,0_119,8.0,8,8
0_13,0_129,6.0,6,6
0_13,0_47,2.0,2,2
0_13,0_187,1.0,1,1
0_13,0_37,3.0,3,3
0_13,0_33,7.0,7,8
0_13,0_232,1.0,1,1
0_13,0_73,12.0,12,12
0_13,0_156,7.0,7,8
0_13,0_159,9.0,9,10
0_13,0_44,2.0,2,2
0_13,0_39,2.0,2,2
0_13,0_81,1.0,1,1
0_13,0_143,8.0,8,8
0_13,0_217,3.0,3,3
0_13,0_150,3.0,3,3
0_13,0_116,1.0,1,1
0_13,0_82,2.0,2,2
0_13,0_113,1.0,1,1
0_13,0_70,9.0,9,9
0_13,0_80,7.0,7,7
0_13,0_126,2.0,2,2
0_13,0_190,6.0,6,6
0_13,0_142,2.0,2,2
0_13,0_20,14.0,14,16
0_13,0_231,5.0,5,5
0_13,0_38,3.0,3,3
0_13,0_36,12.0,12,13
0_13,0_30,8.0,8,8
0_13,0_89,3.0,3,3
0_13,0_40,2.0,2,2
0_13,0_181,1.0,1,2
0_13,0_122,9.0,9,10
0_13,0_121,5.0,5,5
0_13,0_118,13.0,13,16
0_13,0_45,2.0,2,2
0_13,0_220,3.0,3,3
0_13,0_230,1.0,1,1
0_13,0_49,4.0,4,4
0_13,0_201,1.0,1,1
0_13,0_234,1.0,1,1
0_13,0_182,2.0,2,2
0_13,0_149,3.0,3,3
0_13,0_178,1.0,1,1
0_13,0_29,9.0,9,10
0_13,0_194,1.0,1,1
0_13,0_206,1.0,1,1
0_13,0_137,5.0,5,5
0_13,0_65,2.0,2,2
0_13,0_94,1.0,1,1
0_13,0_18,2.0,2,2
0_13,0_176,1.0,1,1
0_13,0_77,1.0,1,1
0_13,0_100,1.0,1,1
0_13,0_102,1.0,1,1
0_13,0_164,1.0,1,1
0_13,0_160,1.0,1,2
0_13,0_66,1.0,1,1
0_13,0_216,2.0,2,2
0_13,0_209,1.0,1,2
0_13,0_192,1.0,1,1
0_13,0_221,2.0,2,2
0_13,0_198,3.0,3,3
0_13,0_218,1.0,1,1
0_14,0_57,32.0,32,32
0_14,0_31,89.0,89,90
0_14,0_140,1512.0,1512,1512
0_14,0_73,49.0,49,49
0_14,0_43,10.0,10,10
0_14,0_53,7.0,7,7
0_14,0_38,4.0,4,4
0_14,0_60,218.0,218,219
0_14,0_59,56.0,56,56
0_14,0_62,214.0,214,214
0_14,0_188,61.0,61,61
0_14,0_90,32.0,32,33
0_14,0_40,39.0,39,40
0_14,0_24,35.0,35,36
0_14,0_210,38.0,38,38
0_14,0_175,94.0,94,95
0_14,0_78,34.0,34,34
0_14,0_194,5.0,5,5
0_14,0_127,37.0,37,37
0_14,0_84,1.0,1,1
0_14,0_146,8.0,8,8
0_14,0_16,34.0,34,34
0_14,0_115,19.0,19,21
0_14,0_169,51.0,51,51
0_14,0_204,49.0,49,49
0_14,0_15,31.0,31,31
0_14,0_157,7.0,7,8
0_14,0_181,9.0,9,9
0_14,0_28,34.0,34,35
0_14,0_56,36.0,36,36
0_14,0_137,2.0,2,2
0_14,0_108,15.0,15,15
0_14,0_153,23.0,23,23
0_14,0_41,17.0,17,17
0_14,0_44,15.0,15,15
0_14,0_151,6.0,6,6
0_14,0_19,55.0,55,58
0_14,0_138,2.0,2,3
0_14,0_144,4.0,4,4
0_14,0_156,12.0,12,16
0_14,0_150,1.0,1,2
0_14,0_68,42.0,42,42
0_14,0_42,22.0,22,22
0_14,0_105,3.0,3,3
0_14,0_27,14.0,14,14
0_14,0_67,20.0,20,20
0_14,0_209,5.0,5,5
0_14,0_86,9.0,9,10
0_14,0_26,6.0,6,6
0_14,0_32,54.0,54,55
0_14,0_223,4.0,4,4
0_14,0_114,15.0,15,15
0_14,0_158,6.0,6,6
0_14,0_199,8.0,8,8
0_14,0_58,55.0,55,55
0_14,0_71,71.0,71,71
0_14,0_183,8.0,8,8
0_14,0_35,9.0,9,9
0_14,0_192,5.0,5,5
0_14,0_129,5.0,5,5
0_14,0_21,14.0,14,14
0_14,0_66,24.0,24,24
0_14,0_229,4.0,4,4
0_14,0_231,4.0,4,4
0_14,0_187,10.0,10,10
0_14,0_171,9.0,9,9
0_14,0_70,26.0,26,26
0_14,0_203,3.0,3,3
0_14,0_65,7.0,7,7
